,Region,Year,Gender,Nationality,Population estimates
202,6,0.8333333333333334,1.0,0.0,0.17425000228480322
203,2,0.8333333333333334,0.0,1.0,0.20100342661521584
204,6,0.4166666666666667,1.0,0.0,0.18055075255522074
205,1,0.8333333333333334,0.0,1.0,0.05820971073801503
206,6,0.5,1.0,1.0,0.16916918953165072
207,11,0.3333333333333333,0.0,1.0,0.5298272954091375
208,2,0.0,0.0,0.0,0.020456211819832506
209,9,0.4166666666666667,1.0,1.0,0.03044330784082557
210,9,0.4166666666666667,0.0,1.0,0.030046489112396695
211,0,0.25,0.0,1.0,0.02583802897248419
212,0,0.08333333333333333,1.0,1.0,0.023564723463631976
213,0,0.25,1.0,0.0,0.0179166898832156
214,0,0.6666666666666666,1.0,0.0,0.01758738340501719
215,11,0.0,0.0,1.0,0.4778499382513502
216,8,1.0,1.0,0.0,0.04067274041068085
217,4,0.5,0.0,1.0,0.06339695109960947
218,5,0.0,0.0,0.0,0.02316171365548764
219,11,0.5,0.0,0.0,0.29251112256952216
220,4,0.5833333333333334,0.0,1.0,0.06482620607392091
221,4,1.0,1.0,0.0,0.04834791037793004
222,10,0.25,1.0,1.0,0.10535891015770449
223,11,0.16666666666666666,1.0,0.0,0.7490923434917159
224,10,0.5,0.0,1.0,0.11510720738967274
225,3,0.5,1.0,0.0,0.5444901306819002
226,7,0.16666666666666666,1.0,1.0,0.4709044312505657
227,4,0.25,0.0,0.0,0.005813129039495256
228,3,0.6666666666666666,0.0,0.0,0.11137781889440877
229,9,0.16666666666666666,1.0,0.0,0.013239771378166775
230,5,0.16666666666666666,0.0,0.0,0.024345094321099464
231,0,0.16666666666666666,1.0,0.0,0.016080887340922417
232,3,1.0,1.0,1.0,0.4394941357208495
233,3,0.9166666666666666,1.0,1.0,0.429728444503014
234,12,0.75,0.0,1.0,0.08300115242526704
235,5,0.5833333333333334,0.0,0.0,0.027817110788192254
236,7,0.75,0.0,1.0,0.565097286921462
237,10,0.25,1.0,0.0,0.097033971633652
238,12,0.08333333333333333,1.0,0.0,0.03539676123983152
239,6,0.4166666666666667,1.0,1.0,0.16524994125844603
240,10,0.4166666666666667,1.0,0.0,0.10661510971330289
241,0,0.8333333333333334,1.0,1.0,0.030432399747993576
242,5,0.4166666666666667,1.0,1.0,0.12131921885083537
243,1,0.8333333333333334,1.0,1.0,0.058371268437256506
244,3,0.4166666666666667,1.0,1.0,0.37239757227127424
245,6,0.4166666666666667,0.0,1.0,0.16614234117743135
246,0,0.8333333333333334,1.0,0.0,0.01747918691665657
247,11,0.8333333333333334,0.0,1.0,0.6150917296903841
248,2,0.4166666666666667,1.0,0.0,0.13413386942187402
249,3,0.4166666666666667,0.0,1.0,0.3573255361106517
250,10,0.4166666666666667,0.0,1.0,0.11223159826850242
251,10,0.4166666666666667,1.0,1.0,0.1117121371990435
252,11,0.4166666666666667,0.0,0.0,0.2828654203728386
253,3,0.75,0.0,0.0,0.10849041724044708
254,2,0.75,1.0,1.0,0.19285626052299293
255,4,0.8333333333333334,0.0,0.0,0.007964676647276795
256,12,0.16666666666666666,1.0,0.0,0.039477272398957895
257,9,0.08333333333333333,1.0,1.0,0.02712046691354334
258,5,0.8333333333333334,0.0,1.0,0.13772174752364183
259,10,1.0,0.0,1.0,0.13300620847370132
260,4,0.0,1.0,0.0,0.02585070594523489
261,7,0.6666666666666666,1.0,1.0,0.5499807339495522
262,10,0.9166666666666666,0.0,0.0,0.018415514020289642
263,2,0.9166666666666666,0.0,1.0,0.2056927272796956
264,3,0.0,1.0,0.0,0.327543494546101
265,1,0.4166666666666667,0.0,1.0,0.051890387228451136
266,12,0.5833333333333334,1.0,1.0,0.08056569959053378
267,3,0.08333333333333333,1.0,0.0,0.36479433675405226
268,10,1.0,0.0,0.0,0.01892406699691655
269,1,0.0,0.0,1.0,0.045723482205215424
270,9,0.0,1.0,1.0,0.026533788407173752
271,6,0.5,0.0,1.0,0.17031424446569066
272,12,0.4166666666666667,0.0,0.0,0.008075821268835255
273,2,0.3333333333333333,0.0,1.0,0.173008543395194
274,6,0.0,1.0,1.0,0.14540871002368236
275,0,0.3333333333333333,0.0,1.0,0.026737799224464082
276,1,0.25,1.0,0.0,0.028651432483180164
277,11,1.0,1.0,0.0,0.9215837843240092
278,1,0.0,1.0,1.0,0.04596080692764131
279,4,0.0,0.0,1.0,0.05398326698559572
280,10,0.75,0.0,1.0,0.12355950526787181
281,2,0.16666666666666666,1.0,1.0,0.16228588814134057
282,11,0.9166666666666666,0.0,0.0,0.2843259255590471
283,10,0.3333333333333333,0.0,0.0,0.019281970367133975
284,7,0.0,0.0,0.0,0.3132701076687725
285,2,0.6666666666666666,1.0,0.0,0.13000500887830313
286,2,1.0,0.0,0.0,0.023806175572534838
287,6,0.6666666666666666,0.0,0.0,0.05105547590682366
288,9,0.0,1.0,0.0,0.010054608271223538
289,5,0.5833333333333334,0.0,1.0,0.12756867160361052
290,7,0.6666666666666666,0.0,0.0,0.32111744861477537
291,7,0.3333333333333333,0.0,0.0,0.3388215780944269
292,4,0.9166666666666666,1.0,0.0,0.04298820422426213
293,8,0.4166666666666667,0.0,1.0,0.04581516914766816
294,2,0.5,1.0,1.0,0.18037003199019333
295,10,0.9166666666666666,0.0,1.0,0.12995872318709709
296,2,0.0,1.0,1.0,0.1554975166400008
297,3,0.3333333333333333,1.0,1.0,0.3619847658165135
298,6,0.3333333333333333,1.0,0.0,0.16347133250019089
299,9,0.0,0.0,0.0,0.0
300,12,0.0,0.0,0.0,0.006003283630755751
301,8,0.9166666666666666,1.0,1.0,0.052913979074740186
302,7,0.9166666666666666,1.0,1.0,0.5934017241272568
303,5,0.0,1.0,1.0,0.10665815245799132
304,8,0.9166666666666666,0.0,0.0,0.008505953902399692
305,8,0.0,0.0,1.0,0.04012173431600509
306,12,0.4166666666666667,0.0,1.0,0.07567002960220544
307,2,0.3333333333333333,1.0,0.0,0.1201039983466869
308,7,0.4166666666666667,0.0,0.0,0.345227871533327
309,1,0.9166666666666666,1.0,0.0,0.02933245125188054
310,1,0.6666666666666666,0.0,1.0,0.055515411808511675
311,7,0.08333333333333333,0.0,0.0,0.31859296215746746
312,8,0.6666666666666666,1.0,0.0,0.03754152814125803
313,12,0.25,0.0,0.0,0.007339672409335323
314,5,0.5833333333333334,1.0,1.0,0.12671076484303992
315,1,0.6666666666666666,1.0,0.0,0.03125463409687035
316,1,0.6666666666666666,0.0,0.0,0.004079037092527455
317,10,0.3333333333333333,1.0,1.0,0.10864077203353678
318,0,0.08333333333333333,1.0,0.0,0.01473919192258674
319,6,0.5,1.0,0.0,0.19232854468058008
320,0,0.75,1.0,1.0,0.029508159990471634
321,5,0.0,1.0,0.0,0.0600729309190481
322,6,1.0,1.0,1.0,0.194118356344987
323,1,0.8333333333333334,1.0,0.0,0.032436540695883254
324,11,0.8333333333333334,0.0,0.0,0.30617011848842135
325,6,0.8333333333333334,1.0,1.0,0.18584854791173408
326,11,0.4166666666666667,1.0,1.0,0.5568613820199843
327,11,0.8333333333333334,1.0,1.0,0.6279915813108402
328,10,0.8333333333333334,0.0,1.0,0.12694956363206472
329,9,0.5833333333333334,0.0,1.0,0.03154826816337493
330,9,0.5833333333333334,0.0,0.0,0.0022626922293399986
331,10,0.8333333333333334,0.0,0.0,0.020409631315306678
332,2,0.4166666666666667,0.0,1.0,0.17794814056817013
333,11,0.4166666666666667,0.0,1.0,0.5449385417412913
334,9,0.5833333333333334,1.0,0.0,0.019267524514464573
335,0,0.8333333333333334,0.0,0.0,0.0010356791924001844
336,5,0.4166666666666667,0.0,1.0,0.12163909130280069
337,12,0.5833333333333334,1.0,0.0,0.05615456708580276
338,5,0.4166666666666667,1.0,0.0,0.08987207165614626
339,12,0.8333333333333334,1.0,1.0,0.08677564735845791
340,6,0.4166666666666667,0.0,0.0,0.05516664765120754
341,7,0.5833333333333334,0.0,1.0,0.5378070075357233
342,1,0.8333333333333334,0.0,0.0,0.004942840119493735
343,4,0.5833333333333334,0.0,0.0,0.007409543166124063
344,5,0.25,0.0,1.0,0.11468415027578312
345,8,0.0,1.0,0.0,0.022694434543630456
346,8,1.0,0.0,0.0,0.009066983649948098
347,0,1.0,1.0,0.0,0.016825290973376292
348,4,0.08333333333333333,1.0,0.0,0.02957449298742297
349,8,0.6666666666666666,0.0,1.0,0.04916188995385287
350,3,0.5,0.0,1.0,0.3663618591753423
351,5,0.3333333333333333,1.0,0.0,0.08143480925725617
352,2,1.0,0.0,1.0,0.2104660497403137
353,11,0.08333333333333333,0.0,0.0,0.2396687831314894
354,12,0.0,1.0,0.0,0.031089538637791472
355,0,1.0,0.0,1.0,0.03363849460064146
356,12,0.16666666666666666,0.0,0.0,0.006670740986746078
357,11,0.5,1.0,0.0,1.0
358,11,0.5,0.0,1.0,0.558686866096085
359,2,0.08333333333333333,0.0,1.0,0.15967295768809753
360,8,0.16666666666666666,1.0,1.0,0.04219279788748567
361,8,0.9166666666666666,0.0,1.0,0.05279870706670475
362,12,0.75,0.0,0.0,0.007528352933996899
363,9,0.25,1.0,0.0,0.0152775210445118
364,8,0.25,0.0,0.0,0.006640670028128139
365,7,0.25,1.0,1.0,0.48405723269939627
366,3,0.3333333333333333,0.0,1.0,0.34742275669911676
367,3,0.3333333333333333,0.0,0.0,0.1079618169580749
368,10,0.0,0.0,1.0,0.0982486025111609
369,11,0.3333333333333333,1.0,1.0,0.5414491312883313
370,6,0.08333333333333333,1.0,0.0,0.13303274167248186
371,0,0.6666666666666666,0.0,1.0,0.02998428350192233
372,10,0.0,1.0,1.0,0.0980838018654018
373,7,0.5833333333333334,1.0,0.0,0.924174014151629
374,3,0.08333333333333333,0.0,1.0,0.3204355454061157
375,7,0.4166666666666667,1.0,0.0,0.913623824689849
376,7,0.0,0.0,1.0,0.44847886645457796
377,4,0.16666666666666666,0.0,1.0,0.056606810718350976
378,8,0.0,0.0,0.0,0.004933995719900224
379,2,0.08333333333333333,1.0,1.0,0.1586033749639222
380,0,1.0,0.0,0.0,0.000650652996762655
381,9,0.9166666666666666,0.0,1.0,0.03481656862649717
382,8,0.08333333333333333,0.0,0.0,0.005409824418031136
383,5,0.25,0.0,0.0,0.025789974401359442
384,1,0.9166666666666666,1.0,1.0,0.0595369603036813
385,10,0.0,0.0,0.0,0.016788144495083545
386,12,0.9166666666666666,1.0,0.0,0.05037799489796069
387,9,0.4166666666666667,1.0,0.0,0.018110087420993716
388,0,0.08333333333333333,0.0,0.0,0.0006536011299604921
389,7,0.0,1.0,0.0,0.6432290077438615
390,2,0.6666666666666666,0.0,1.0,0.1908671550544122
391,8,0.75,0.0,0.0,0.007789557535325269
392,0,0.9166666666666666,1.0,0.0,0.015262780378522614
393,8,0.08333333333333333,1.0,0.0,0.025889326490126555
394,12,0.5,1.0,1.0,0.07897812986349849
395,5,1.0,1.0,0.0,0.08472404146608306
396,4,0.9166666666666666,1.0,1.0,0.07228822601096646
397,7,0.25,0.0,0.0,0.33629650201047945
398,7,0.5,1.0,0.0,0.9627308793662221
399,8,1.0,0.0,1.0,0.053952016773698645
400,6,0.75,1.0,0.0,0.16211548604250559
401,2,0.25,0.0,0.0,0.023144614482940185
402,2,0.5833333333333334,0.0,0.0,0.025465679749597358
403,4,0.5833333333333334,1.0,0.0,0.04772644389982597
404,2,0.25,1.0,0.0,0.11663787814598979
405,6,0.16666666666666666,0.0,1.0,0.15268735607582246
406,8,0.25,1.0,0.0,0.03286402000956964
407,10,0.5833333333333334,0.0,0.0,0.020607745866201333
408,8,0.5,0.0,0.0,0.008215857595732519
409,5,0.9166666666666666,1.0,1.0,0.13970495672582686
410,12,0.25,1.0,0.0,0.04485466735181282
411,2,0.6666666666666666,0.0,0.0,0.02349278901360475
412,6,0.08333333333333333,1.0,1.0,0.148365687621113
413,8,0.4166666666666667,1.0,1.0,0.04599942747253298
414,8,0.8333333333333334,1.0,1.0,0.05180901875219083
415,6,0.9166666666666666,0.0,0.0,0.04833818153837718
416,12,0.75,1.0,0.0,0.05003866476688963
417,12,0.8333333333333334,0.0,1.0,0.08515270003304858
418,10,0.5,1.0,1.0,0.11438874732935984
419,6,0.16666666666666666,1.0,0.0,0.14473859934781397
420,5,0.5,1.0,1.0,0.12420367237159922
421,0,0.75,0.0,0.0,0.0005678104539034315
422,1,0.5,1.0,0.0,0.03550318884827344
423,1,0.08333333333333333,0.0,0.0,0.002545418203012579
424,1,0.16666666666666666,1.0,0.0,0.025394629739529485
425,9,1.0,1.0,1.0,0.03595631692078101
426,3,0.16666666666666666,0.0,1.0,0.32822864070127833
427,0,0.16666666666666666,1.0,1.0,0.024192675834771284
428,3,0.25,1.0,1.0,0.3508564474346377
429,3,0.5,0.0,0.0,0.11633215673337408
430,11,0.6666666666666666,1.0,0.0,0.8898881095007425
431,5,1.0,1.0,1.0,0.14286329182066979
432,2,0.3333333333333333,1.0,1.0,0.17159609278011023
433,9,0.16666666666666666,0.0,1.0,0.02747453771060358
434,7,0.08333333333333333,1.0,0.0,0.7038202204790893
435,11,0.6666666666666666,0.0,1.0,0.5844343873793956
436,6,0.08333333333333333,0.0,0.0,0.05066101568495305
437,4,0.9166666666666666,0.0,1.0,0.07159099250967799
438,6,1.0,0.0,0.0,0.0489876552818607
439,9,1.0,0.0,1.0,0.035609616456715364
440,6,0.75,0.0,0.0,0.048556343395017125
441,7,0.8333333333333334,1.0,0.0,0.8397326986592185
442,0,0.5,1.0,0.0,0.021121015855944777
443,0,0.5833333333333334,1.0,1.0,0.027936804996024443
444,8,0.08333333333333333,1.0,1.0,0.0411895481602617
445,3,0.25,1.0,0.0,0.4452654012689355
446,1,0.16666666666666666,1.0,1.0,0.04799649290074785
447,0,0.5833333333333334,1.0,0.0,0.019997187480929265
448,0,0.08333333333333333,0.0,1.0,0.02435010614753579
449,10,0.08333333333333333,0.0,0.0,0.017323230670490984
450,7,0.6666666666666666,0.0,1.0,0.5508961293074806
451,3,0.6666666666666666,0.0,1.0,0.3833062547299112
452,5,0.08333333333333333,0.0,1.0,0.1088904789153936
453,4,0.08333333333333333,1.0,1.0,0.055896015804352446
454,5,0.08333333333333333,1.0,0.0,0.06652875299567185
455,11,0.5833333333333334,1.0,0.0,0.9718821796256284
456,1,0.5833333333333334,1.0,0.0,0.03444893641672688
457,0,0.75,0.0,1.0,0.030866070141395415
458,5,0.5,1.0,0.0,0.09556314798125105
459,1,0.5,0.0,1.0,0.053162211889998076
460,2,0.5,0.0,1.0,0.18241014016309662
461,1,0.0,0.0,0.0,0.0022450034301529755
462,9,0.8333333333333334,1.0,0.0,0.01842494804652272
463,11,0.9166666666666666,1.0,1.0,0.6421084223153636
464,9,0.75,1.0,0.0,0.01668466501983946
465,5,0.25,1.0,1.0,0.1144942904978424
466,3,0.08333333333333333,1.0,1.0,0.33303645632031115
467,11,0.08333333333333333,1.0,1.0,0.49838987705400123
468,9,0.08333333333333333,1.0,0.0,0.011701140662215575
469,10,0.25,0.0,1.0,0.10580525752385703
470,5,0.8333333333333334,1.0,0.0,0.08527593200071816
471,4,0.8333333333333334,1.0,1.0,0.07069417039089593
472,12,0.6666666666666666,1.0,0.0,0.0517606693677463
473,2,0.75,0.0,0.0,0.022562947803006918
474,9,0.08333333333333333,0.0,1.0,0.026783790102350342
475,4,0.16666666666666666,1.0,0.0,0.033111368384868174
476,9,0.25,0.0,1.0,0.028264047780984364
477,1,1.0,0.0,0.0,0.004695196930875415
478,10,0.5833333333333334,0.0,1.0,0.11767503140498889
479,4,0.9166666666666666,0.0,0.0,0.007180473216652118
480,5,0.8333333333333334,0.0,0.0,0.027419112806484243
481,3,0.5833333333333334,0.0,0.0,0.11849991907374371
482,2,1.0,1.0,1.0,0.20701319613900684
483,8,0.5,0.0,1.0,0.04698439877393037
484,3,0.9166666666666666,0.0,0.0,0.1128489373601295
485,7,0.5833333333333334,0.0,0.0,0.34842748049293965
486,7,0.25,1.0,0.0,0.829428678319458
487,0,0.25,1.0,1.0,0.02493442614734711
488,6,1.0,1.0,0.0,0.17425354004464064
489,9,0.6666666666666666,0.0,0.0,0.0020197660538382187
490,10,0.0,1.0,0.0,0.07507096893640493
491,6,0.8333333333333334,0.0,1.0,0.1874479101715607
492,2,0.0,1.0,0.0,0.08429744659235602
493,9,0.4166666666666667,0.0,0.0,0.0016656952567779793
494,1,0.75,1.0,0.0,0.029809164389970805
495,11,0.4166666666666667,1.0,0.0,0.9374302950757036
