,Region,Year,Gender,Nationality,Population estimates
192,0.6666666666666666,0.5,1.0,1.0,0.047113527007995634
193,0.3333333333333333,0.5,1.0,0.0,0.048495317037821895
194,0.5833333333333334,0.3333333333333333,1.0,0.0,0.8367845654613814
195,0.3333333333333333,0.16666666666666666,1.0,1.0,0.05727927990077763
196,0.25,0.8333333333333334,1.0,1.0,0.4203065056160463
197,0.25,0.5833333333333334,1.0,0.0,0.5316981807364849
198,0.6666666666666666,0.3333333333333333,0.0,0.0,0.007085543327681762
199,0.9166666666666666,0.6666666666666666,0.0,0.0,0.28047477916271246
200,0.9166666666666666,0.75,0.0,0.0,0.27344112297931267
201,0.9166666666666666,0.16666666666666666,0.0,0.0,0.24767325957693698
202,0.5,0.8333333333333334,1.0,0.0,0.17425000228480322
203,0.16666666666666666,0.8333333333333334,0.0,1.0,0.20100342661521584
204,0.5,0.4166666666666667,1.0,0.0,0.18055075255522074
205,0.08333333333333333,0.8333333333333334,0.0,1.0,0.05820971073801503
206,0.5,0.5,1.0,1.0,0.16916918953165072
207,0.9166666666666666,0.3333333333333333,0.0,1.0,0.5298272954091375
208,0.16666666666666666,0.0,0.0,0.0,0.020456211819832506
209,0.75,0.4166666666666667,1.0,1.0,0.03044330784082557
210,0.75,0.4166666666666667,0.0,1.0,0.030046489112396695
211,0.0,0.25,0.0,1.0,0.02583802897248419
212,0.0,0.08333333333333333,1.0,1.0,0.023564723463631976
213,0.0,0.25,1.0,0.0,0.0179166898832156
214,0.0,0.6666666666666666,1.0,0.0,0.01758738340501719
215,0.9166666666666666,0.0,0.0,1.0,0.4778499382513502
216,0.6666666666666666,1.0,1.0,0.0,0.04067274041068085
217,0.3333333333333333,0.5,0.0,1.0,0.06339695109960947
218,0.4166666666666667,0.0,0.0,0.0,0.02316171365548764
219,0.9166666666666666,0.5,0.0,0.0,0.29251112256952216
220,0.3333333333333333,0.5833333333333334,0.0,1.0,0.06482620607392091
221,0.3333333333333333,1.0,1.0,0.0,0.04834791037793004
222,0.8333333333333334,0.25,1.0,1.0,0.10535891015770449
223,0.9166666666666666,0.16666666666666666,1.0,0.0,0.7490923434917159
224,0.8333333333333334,0.5,0.0,1.0,0.11510720738967274
225,0.25,0.5,1.0,0.0,0.5444901306819002
226,0.5833333333333334,0.16666666666666666,1.0,1.0,0.4709044312505657
227,0.3333333333333333,0.25,0.0,0.0,0.005813129039495256
228,0.25,0.6666666666666666,0.0,0.0,0.11137781889440877
229,0.75,0.16666666666666666,1.0,0.0,0.013239771378166775
230,0.4166666666666667,0.16666666666666666,0.0,0.0,0.024345094321099464
231,0.0,0.16666666666666666,1.0,0.0,0.016080887340922417
232,0.25,1.0,1.0,1.0,0.4394941357208495
233,0.25,0.9166666666666666,1.0,1.0,0.429728444503014
234,1.0,0.75,0.0,1.0,0.08300115242526704
235,0.4166666666666667,0.5833333333333334,0.0,0.0,0.027817110788192254
236,0.5833333333333334,0.75,0.0,1.0,0.565097286921462
237,0.8333333333333334,0.25,1.0,0.0,0.097033971633652
238,1.0,0.08333333333333333,1.0,0.0,0.03539676123983152
239,0.5,0.4166666666666667,1.0,1.0,0.16524994125844603
